ÿ103,50.39,50.39,0.00,3.00

103,52.18,50.39,0.10,13.00

103,50.16,50.39,0.10,23.00

103,51.64,50.39,0.10,33.00

103,51.19,50.39,0.04,59.00

103,50.70,50.39,0.03,88.00

103,51.32,50.39,0.03,117.00

103,49.99,50.39,0.03,147.00

103,51.84,50.39,0.03,178.00

103,51.84,50.39,0.03,207.00

103,52.37,50.39,0.03,238.00

103,50.39,50.39,0.03,268.00

103,51.32,50.39,0.03,297.00

103,51.04,50.39,0.03,328.00

103,51.04,50.39,0.03,358.00

103,51.80,50.39,0.03,389.00

103,50.77,50.39,0.03,418.00

103,51.48,50.39,0.03,449.00

103,51.37,50.39,0.03,479.00

103,51.42,50.39,0.03,509.00

103,52.24,50.39,0.03,539.00

103,52.35,50.39,0.03,570.00

103,50.97,50.39,0.03,600.00

103,50.77,50.39,0.03,629.00

103,50.97,50.39,0.03,660.00

103,50.08,50.39,0.03,690.00

103,51.41,50.39,0.03,720.00

103,50.03,50.39,0.03,750.00

103,49.65,50.39,0.03,781.00

103,51.89,50.39,0.03,811.00

103,50.54,50.39,0.03,841.00

103,49.98,50.39,0.03,871.00

103,51.82,50.39,0.03,902.00

103,50.03,50.39,0.03,931.00

103,51.95,50.39,0.03,961.00

103,50.41,50.39,0.03,992.00

103,50.70,50.39,0.03,1021.00

103,49.16,50.39,0.03,1053.00

103,49.92,50.39,0.03,1084.00

103,50.92,50.39,0.03,1116.00

103,50.39,50.39,0.03,1146.00

103,50.83,50.39,0.03,1178.00

103,51.79,50.39,0.03,1209.00

103,50.08,50.39,0.03,1241.00

103,49.43,50.39,0.03,1271.00

103,49.87,50.39,0.03,1302.00

103,51.53,50.39,0.03,1334.00

103,51.19,50.39,0.03,1364.00

103,50.92,50.39,0.03,1396.00

103,50.95,50.39,0.03,1427.00

103,52.55,50.39,0.03,1459.00

103,50.25,50.39,0.03,1489.00

103,50.86,50.39,0.03,1521.00

103,53.38,50.39,0.03,1552.00

103,53.54,50.39,0.03,1584.00

