48.15,107,3.00

49.23,107,7.00

49.49,107,12.00

49.99,107,19.00

50.66,107,39.00

50.81,107,59.00

50.21,107,78.00

48.42,107,98.00

49.13,107,118.00

49.29,107,139.00

49.61,107,159.00

50.59,107,181.00

50.27,107,201.00

49.23,107,222.00

49.29,107,243.00

51.57,107,264.00

49.51,107,284.00

49.34,107,305.00

50.81,107,326.00

49.32,107,347.00

50.75,107,367.00

51.13,107,389.00

50.59,107,409.00

51.24,107,430.00

51.13,107,451.00

50.75,107,472.00

50.43,107,492.00

51.88,107,514.00

50.70,107,534.00

50.65,107,555.00

49.83,107,576.00

49.13,107,596.00

50.97,107,617.00

49.63,107,637.00

49.67,107,659.00

50.14,107,679.00

50.27,107,700.00

53.65,107,721.00

51.57,107,742.00

49.83,107,762.00

50.27,107,784.00

51.68,107,804.00

50.21,107,825.00

49.51,107,846.00

50.59,107,867.00

49.67,107,887.00

49.45,107,909.00

50.25,107,929.00

51.73,107,950.00

51.06,107,971.00

50.27,98,992.00

50.95,98,1011.00

50.59,98,1032.00

49.78,98,1053.00

49.83,98,1074.00

50.08,98,1094.00

50.10,98,1116.00

52.11,98,1136.00

51.24,98,1157.00

51.57,98,1178.00

49.61,98,1199.00

50.65,98,1219.00

50.16,98,1241.00

52.44,98,1261.00

50.57,98,1282.00

50.10,98,1303.00

50.92,98,1324.00

50.54,98,1344.00

50.70,98,1364.00

50.54,98,1386.00

51.41,98,1406.00

50.37,98,1427.00

50.68,98,1448.00

50.05,98,1469.00

49.99,98,1489.00

50.25,98,1511.00

51.95,98,1531.00

50.43,98,1552.00

49.07,98,1573.00

50.43,98,1594.00

47.98,98,1614.00

48.15,98,1635.00

49.87,98,1656.00

49.40,98,1677.00

50.65,98,1697.00

50.43,98,1719.00

51.89,98,1739.00

49.72,98,1760.00

48.80,98,1781.00

48.64,98,1802.00

50.65,98,1822.00

51.51,98,1844.00

49.49,98,1864.00

48.64,98,1885.00

48.35,98,1905.00

48.40,98,1927.00

53.63,98,1947.00

56.64,98,1969.00

51.35,98,1989.00

50.57,98,2010.00

50.81,107,2030.00

49.89,107,2053.00

50.81,107,2074.00

50.81,107,2096.00

50.10,107,2118.00

49.00,107,2140.00

51.35,107,2161.00

51.57,107,2184.00

48.58,107,2205.00

50.92,107,2227.00

49.45,107,2249.00

48.47,107,2271.00

51.41,107,2292.00

50.10,107,2315.00

49.89,107,2336.00

48.15,107,2358.00

49.07,107,2380.00

47.71,107,2402.00

51.03,107,2423.00

46.74,107,2445.00

47.88,107,2467.00

46.07,107,2489.00

46.88,107,2510.00

47.10,107,2533.00

47.17,107,2554.00

47.53,107,2577.00

47.39,107,2598.00

48.29,107,2620.00

47.86,107,2642.00

45.92,107,2664.00

46.79,107,2685.00

45.90,107,2707.00

46.17,107,2729.00

46.08,107,2751.00

46.17,107,2772.00

45.58,107,2795.00

45.52,107,2817.00

45.65,107,2838.00

45.52,107,2861.00

45.58,107,2882.00

45.69,107,2904.00

46.55,107,2926.00

48.69,107,2948.00

47.88,107,2969.00

46.45,107,2992.00

45.96,107,3013.00

45.58,107,3035.00

46.34,107,3057.00

45.87,107,3079.00

46.45,107,3100.00

45.41,99,3123.00

45.40,99,3143.00

45.90,99,3164.00

45.79,99,3185.00

45.36,99,3206.00

45.96,99,3226.00

46.01,99,3247.00

45.96,99,3268.00

46.17,99,3289.00

47.53,99,3310.00

46.19,99,3331.00

45.90,99,3351.00

46.39,99,3372.00

46.34,99,3393.00

46.94,99,3414.00

46.77,99,3434.00

46.77,99,3456.00

47.32,99,3476.00

46.72,99,3496.00

48.08,99,3518.00

48.96,99,3538.00

48.40,99,3559.00

48.40,99,3580.00

47.22,99,3601.00

48.67,99,3621.00

47.77,99,3643.00

49.23,99,3663.00

49.69,99,3684.00

47.17,99,3704.00

47.42,99,3726.00

47.37,99,3746.00

47.53,99,3767.00

47.42,99,3788.00

47.86,99,3809.00

47.04,99,3829.00

48.31,99,3851.00

49.11,99,3871.00

49.23,99,3892.00

49.67,99,3913.00

47.60,99,3934.00

48.64,99,3954.00

48.62,99,3976.00

47.93,99,3996.00

50.18,99,4017.00

50.21,99,4038.00

51.30,99,4059.00

48.96,99,4079.00

51.95,99,4101.00

50.65,99,4121.00

53.63,99,4142.00

50.59,107,4162.00

49.67,107,4185.00

48.47,107,4206.00

50.54,107,4228.00

51.03,107,4250.00

49.11,107,4272.00

48.84,107,4293.00

48.73,107,4316.00

49.67,107,4337.00

49.32,107,4359.00

49.22,107,4381.00

51.57,107,4403.00

50.70,107,4424.00

49.98,107,4447.00

49.51,107,4468.00

49.60,107,4490.00

48.89,107,4512.00

49.23,107,4534.00

48.29,107,4555.00

47.59,107,4578.00

47.82,107,4599.00

47.66,107,4621.00

49.67,107,4643.00

48.58,107,4665.00

48.58,107,4686.00

46.72,107,4708.00

46.03,107,4730.00

46.41,107,4752.00

