´522.23,0.00,0.00,50.83,8.00,20.83,0.00,0.00

133.13,522.23,0.00,51.86,11.00,21.86,20.83,0.00

101.88,133.13,522.23,51.37,28.00,21.37,21.86,20.83

115.98,101.88,133.13,51.48,54.00,21.48,21.37,21.86

65.49,115.98,101.88,49.49,54.00,19.49,21.48,21.37

159.42,65.49,115.98,51.59,52.00,21.59,19.49,21.48

139.47,159.42,65.49,52.40,54.00,22.40,21.59,19.49

116.69,139.47,159.42,52.08,53.00,22.08,22.40,21.59

62.68,116.69,139.47,49.60,54.00,19.60,22.08,22.40

159.59,62.68,116.69,51.42,53.00,21.42,19.60,22.08

131.44,159.59,62.68,51.70,53.00,21.70,21.42,19.60

219.32,131.44,159.59,55.35,53.00,25.35,21.70,21.42

68.67,219.32,131.44,52.18,54.00,22.18,25.35,21.70

125.52,68.67,219.32,51.86,53.00,21.86,22.18,25.35

90.55,125.52,68.67,50.14,54.00,20.14,21.86,22.18

146.43,90.55,125.52,50.94,51.00,20.94,20.14,21.86

144.32,146.43,90.55,51.42,53.00,21.42,20.94,20.14

164.75,144.32,146.43,52.56,53.00,22.56,21.42,20.94

116.40,164.75,144.32,51.48,55.00,21.48,22.56,21.42

104.78,116.40,164.75,50.08,54.00,20.08,21.48,22.56

237.20,104.78,116.40,54.19,54.00,24.19,20.08,21.48

76.50,237.20,104.78,50.99,53.00,20.99,24.19,20.08

157.13,76.50,237.20,51.59,54.00,21.59,20.99,24.19

149.52,157.13,76.50,51.70,53.00,21.70,21.59,20.99

111.76,149.52,157.13,50.21,53.00,20.21,21.70,21.59

78.51,111.76,149.52,47.64,53.00,17.64,20.21,21.70

113.54,78.51,111.76,46.94,54.00,16.94,17.64,20.21

164.33,113.54,78.51,48.35,53.00,18.35,16.94,17.64

55.77,164.33,113.54,45.09,52.00,15.09,18.35,16.94

176.53,55.77,164.33,47.26,53.00,17.26,15.09,18.35

16.83,176.53,55.77,42.57,54.00,12.57,17.26,15.09

93.83,16.83,176.53,41.87,52.00,11.87,12.57,17.26

99.76,93.83,16.83,41.50,51.00,11.50,11.87,12.57

132.38,99.76,93.83,42.48,51.00,12.48,11.50,11.87

117.85,132.38,99.76,42.65,53.00,12.65,12.48,11.50

52.90,117.85,132.38,40.15,53.00,10.15,12.65,12.48

119.51,52.90,117.85,40.78,53.00,10.78,10.15,12.65

166.20,119.51,52.90,43.12,52.00,13.12,10.78,10.15

125.02,166.20,119.51,43.30,53.00,13.30,13.12,10.78

57.95,125.02,166.20,40.73,55.00,10.73,13.30,13.12

85.65,57.95,125.02,39.75,53.00,9.75,10.73,13.30

105.93,85.65,57.95,39.75,50.00,9.75,9.75,10.73

88.96,105.93,85.65,39.04,50.00,9.04,9.75,9.75

