0.00,0.00,0.00,52.35,8.00,-22.35,0.00,0.00

0.00,0.00,0.00,51.59,11.00,-21.59,-22.35,0.00

0.00,0.00,0.00,50.03,25.00,-20.03,-21.59,-22.35

0.00,0.00,0.00,49.98,51.00,-19.98,-20.03,-21.59

0.00,0.00,0.00,51.82,51.00,-21.82,-19.98,-20.03

0.00,0.00,0.00,52.78,51.00,-22.78,-21.82,-19.98

0.00,0.00,0.00,51.97,51.00,-21.97,-22.78,-21.82

0.00,0.00,0.00,49.72,51.00,-19.72,-21.97,-22.78

0.00,0.00,0.00,50.16,51.00,-20.16,-19.72,-21.97

0.00,0.00,0.00,50.19,51.00,-20.19,-20.16,-19.72

0.00,0.00,0.00,51.70,50.00,-21.70,-20.19,-20.16

0.00,0.00,0.00,50.19,51.00,-20.19,-21.70,-20.19

0.00,0.00,0.00,57.52,52.00,-27.52,-20.19,-21.70

0.00,0.00,0.00,52.46,51.00,-22.46,-27.52,-20.19

0.00,0.00,0.00,51.70,50.00,-21.70,-22.46,-27.52

0.00,0.00,0.00,51.48,51.00,-21.48,-21.70,-22.46

0.00,0.00,0.00,50.45,51.00,-20.45,-21.48,-21.70

0.00,0.00,0.00,49.61,52.00,-19.61,-20.45,-21.48

0.00,0.00,0.00,49.72,50.00,-19.72,-19.61,-20.45

0.00,0.00,0.00,52.80,51.00,-22.80,-19.72,-19.61

0.00,0.00,0.00,52.37,51.00,-22.37,-22.80,-19.72

0.00,0.00,0.00,52.35,51.00,-22.35,-22.37,-22.80

0.00,0.00,0.00,52.35,52.00,-22.35,-22.35,-22.37

0.00,0.00,0.00,52.37,50.00,-22.37,-22.35,-22.35

0.00,0.00,0.00,52.37,51.00,-22.37,-22.37,-22.35

0.00,0.00,0.00,52.35,51.00,-22.35,-22.37,-22.37

0.00,0.00,0.00,52.35,51.00,-22.35,-22.35,-22.37

0.00,0.00,0.00,52.46,51.00,-22.46,-22.35,-22.35

0.00,0.00,0.00,52.78,51.00,-22.78,-22.46,-22.35

0.00,0.00,0.00,52.35,51.00,-22.35,-22.78,-22.46

0.00,0.00,0.00,52.35,51.00,-22.35,-22.35,-22.78

0.00,0.00,0.00,52.46,51.00,-22.46,-22.35,-22.35

0.00,0.00,0.00,52.35,51.00,-22.35,-22.46,-22.35

0.00,0.00,0.00,52.37,51.00,-22.37,-22.35,-22.46

0.00,0.00,0.00,52.35,51.00,-22.35,-22.37,-22.35

0.00,0.00,0.00,52.37,51.00,-22.37,-22.35,-22.37

0.00,0.00,0.00,52.37,50.00,-22.37,-22.37,-22.35

0.00,0.00,0.00,52.35,52.00,-22.35,-22.37,-22.37

0.00,0.00,0.00,52.37,51.00,-22.37,-22.35,-22.37

0.00,0.00,0.00,52.37,51.00,-22.37,-22.37,-22.35

0.00,0.00,0.00,52.38,50.00,-22.38,-22.37,-22.37

0.00,0.00,0.00,52.37,51.00,-22.37,-22.38,-22.37

0.00,0.00,0.00,52.35,52.00,-22.35,-22.37,-22.38

0.00,0.00,0.00,52.35,51.00,-22.35,-22.35,-22.37

0.00,0.00,0.00,52.46,50.00,-22.46,-22.35,-22.35

0.00,0.00,0.00,52.37,51.00,-22.37,-22.46,-22.35

0.00,0.00,0.00,52.37,51.00,-22.37,-22.37,-22.46

0.00,0.00,0.00,52.37,51.00,-22.37,-22.37,-22.37

0.00,0.00,0.00,52.46,52.00,-22.46,-22.37,-22.37

0.00,0.00,0.00,52.35,50.00,-22.35,-22.46,-22.37

0.00,0.00,0.00,52.37,51.00,-22.37,-22.35,-22.46

0.00,0.00,0.00,52.35,51.00,-22.35,-22.37,-22.35

0.00,0.00,0.00,52.37,51.00,-22.37,-22.35,-22.37

0.00,0.00,0.00,52.37,51.00,-22.37,-22.37,-22.35

0.00,0.00,0.00,52.35,51.00,-22.35,-22.37,-22.37

0.00,0.00,0.00,52.35,51.00,-22.35,-22.35,-22.37

0.00,0.00,0.00,52.37,51.00,-22.37,-22.35,-22.35

0.00,0.00,0.00,52.46,50.00,-22.46,-22.37,-22.35

0.00,0.00,0.00,52.37,52.00,-22.37,-22.46,-22.37

0.00,0.00,0.00,52.35,51.00,-22.35,-22.37,-22.46

0.00,0.00,0.00,52.37,51.00,-22.37,-22.35,-22.37

0.00,0.00,0.00,52.51,50.00,-22.51,-22.37,-22.35

0.00,0.00,0.00,52.35,51.00,-22.35,-22.51,-22.37

0.00,0.00,0.00,52.35,52.00,-22.35,-22.35,-22.51

0.00,0.00,0.00,52.40,51.00,-22.40,-22.35,-22.35

0.00,0.00,0.00,52.40,51.00,-22.40,-22.40,-22.35

0.00,0.00,0.00,52.40,50.00,-22.40,-22.40,-22.40

0.00,0.00,0.00,52.35,51.00,-22.35,-22.40,-22.40

0.00,0.00,0.00,52.35,52.00,-22.35,-22.35,-22.40

0.00,0.00,0.00,52.35,51.00,-22.35,-22.35,-22.35

0.00,0.00,0.00,52.37,50.00,-22.37,-22.35,-22.35

0.00,0.00,0.00,52.37,51.00,-22.37,-22.37,-22.35

0.00,0.00,0.00,52.37,51.00,-22.37,-22.37,-22.37

0.00,0.00,0.00,52.35,52.00,-22.35,-22.37,-22.37

0.00,0.00,0.00,52.47,50.00,-22.47,-22.35,-22.37

0.00,0.00,0.00,52.35,51.00,-22.35,-22.47,-22.35

0.00,0.00,0.00,52.37,51.00,-22.37,-22.35,-22.47

0.00,0.00,0.00,52.40,51.00,-22.40,-22.37,-22.35

0.00,0.00,0.00,52.51,52.00,-22.51,-22.40,-22.37

0.00,0.00,0.00,52.35,50.00,-22.35,-22.51,-22.40

0.00,0.00,0.00,52.40,51.00,-22.40,-22.35,-22.51

0.00,0.00,0.00,52.40,51.00,-22.40,-22.40,-22.35

0.00,0.00,0.00,52.40,51.00,-22.40,-22.40,-22.40

0.00,0.00,0.00,52.37,50.00,-22.37,-22.40,-22.40

0.00,0.00,0.00,52.35,52.00,-22.35,-22.37,-22.40

0.00,0.00,0.00,52.40,51.00,-22.40,-22.35,-22.37

0.00,0.00,0.00,52.35,51.00,-22.35,-22.40,-22.35

0.00,0.00,0.00,52.37,50.00,-22.37,-22.35,-22.40

0.00,0.00,0.00,52.37,51.00,-22.37,-22.37,-22.35

0.00,0.00,0.00,52.37,52.00,-22.37,-22.37,-22.37

0.00,0.00,0.00,52.35,51.00,-22.35,-22.37,-22.37

0.00,0.00,0.00,52.46,50.00,-22.46,-22.35,-22.37

0.00,0.00,0.00,52.37,51.00,-22.37,-22.46,-22.35

0.00,0.00,0.00,52.37,51.00,-22.37,-22.37,-22.46

0.00,0.00,0.00,52.35,52.00,-22.35,-22.37,-22.37

0.00,0.00,0.00,52.51,51.00,-22.51,-22.35,-22.37

0.00,0.00,0.00,52.35,50.00,-22.35,-22.51,-22.35

0.00,0.00,0.00,52.37,51.00,-22.37,-22.35,-22.51

0.00,0.00,0.00,52.40,51.00,-22.40,-22.37,-22.35

0.00,0.00,0.00,52.35,52.00,-22.35,-22.40,-22.37

0.00,0.00,0.00,52.35,50.00,-22.35,-22.35,-22.40

0.00,0.00,0.00,52.35,51.00,-22.35,-22.35,-22.35

0.00,0.00,0.00,52.35,51.00,-22.35,-22.35,-22.35

0.00,0.00,0.00,52.37,51.00,-22.37,-22.35,-22.35

0.00,0.00,0.00,52.37,51.00,-22.37,-22.37,-22.35

0.00,0.00,0.00,52.37,51.00,-22.37,-22.37,-22.37

0.00,0.00,0.00,52.37,51.00,-22.37,-22.37,-22.37

0.00,0.00,0.00,52.37,51.00,-22.37,-22.37,-22.37

0.00,0.00,0.00,52.47,50.00,-22.47,-22.37,-22.37

0.00,0.00,0.00,51.97,52.00,-21.97,-22.47,-22.37

0.00,0.00,0.00,52.37,51.00,-22.37,-21.97,-22.47

0.00,0.00,0.00,52.40,51.00,-22.40,-22.37,-21.97

0.00,0.00,0.00,52.08,51.00,-22.08,-22.40,-22.37

0.00,0.00,0.00,51.97,50.00,-21.97,-22.08,-22.40

0.00,0.00,0.00,51.97,52.00,-21.97,-21.97,-22.08

0.00,0.00,0.00,52.40,51.00,-22.40,-21.97,-21.97

0.00,0.00,0.00,51.97,51.00,-21.97,-22.40,-21.97

0.00,0.00,0.00,51.97,50.00,-21.97,-21.97,-22.40

0.00,0.00,0.00,51.97,51.00,-21.97,-21.97,-21.97

0.00,0.00,0.00,52.40,51.00,-22.40,-21.97,-21.97

