"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.284348333E-1,-4.025302741E-2,1.298336594E-1,-5.693333309E0
8.384158333E-1,-2.525111400E-2,-4.493037052E-2,-3.645135527E0
8.483968333E-1,1.257275619E-2,-1.898240820E-1,-1.241022406E0
8.583778333E-1,1.503188039E-2,-3.003807505E-1,1.357270900E0
8.683588333E-1,3.503085627E-2,-3.424076861E-1,3.801641516E0
8.783398333E-1,3.563653645E-2,-3.345347026E-1,5.743841558E0
8.883208333E-1,4.044838836E-2,-3.335782443E-1,7.170903069E0
8.983018333E-1,5.436779029E-2,-3.495803194E-1,7.972072186E0
9.082838333E-1,3.742512662E-2,-4.087379158E-1,7.877388223E0
9.182648333E-1,2.448574545E-2,-5.078226395E-1,7.002618449E0
9.282458333E-1,1.840206931E-2,-5.934742624E-1,5.531002908E0
9.382268333E-1,7.608698504E-3,-6.496112602E-1,3.505064891E0
9.482078333E-1,6.599587854E-5,-6.266194966E-1,1.030192859E0
9.581888333E-1,-2.124285224E-2,-5.169435285E-1,-1.437691750E0
9.681698333E-1,-2.980601734E-2,-3.214409230E-1,-3.686075976E0
9.781508333E-1,-4.488366589E-2,-9.113894239E-2,-5.662691560E0
9.881328333E-1,-5.652804868E-2,1.250027447E-1,-7.043851844E0
9.981138333E-1,-4.686188858E-2,2.683792682E-1,-7.752860071E0
1.008094833E0,-4.894022200E-2,3.099435794E-1,-7.726989065E0
1.018075833E0,-5.419196726E-2,2.478030990E-1,-6.934303089E0
1.028056833E0,-5.097347704E-2,1.151070448E-1,-5.460567348E0
1.038037833E0,-4.383092496E-2,-5.356488079E-2,-3.458978307E0
1.048018833E0,-2.524088594E-2,-2.000866033E-1,-1.146589288E0
1.057999833E0,-1.511184106E-2,-3.021182507E-1,1.268617755E0
1.067981833E0,-3.273129710E-3,-3.453846498E-1,3.618978592E0
1.077962833E0,2.161473972E-2,-3.500431265E-1,5.490912643E0
1.087943833E0,2.208249413E-2,-3.230256280E-1,6.797189391E0
1.097924833E0,3.745555042E-2,-3.336997202E-1,7.553582284E0
1.107905833E0,5.605818379E-2,-3.621123643E-1,7.510849078E0
1.117886833E0,5.427060317E-2,-4.316155855E-1,6.641075749E0
1.127867833E0,6.283885261E-2,-5.041096576E-1,5.214636381E0
1.137848833E0,5.347317087E-2,-5.462721024E-1,3.327412446E0
1.147829833E0,2.240596850E-2,-5.264709451E-1,9.848786920E-1
1.157811833E0,7.495714766E-3,-4.161282847E-1,-1.397160020E0
1.167792833E0,-7.072988483E-3,-2.522341556E-1,-3.509587712E0
1.177773833E0,-3.315434315E-2,-5.008893035E-2,-5.379338413E0
1.187754833E0,-5.316922529E-2,1.346580143E-1,-6.709355441E0
1.197735833E0,-6.247010800E-2,2.632553165E-1,-7.377797440E0
1.207716833E0,-6.414138841E-2,3.090516232E-1,-7.325185947E0
1.217697833E0,-6.807353587E-2,2.521541949E-1,-6.573110638E0
1.227679833E0,-6.451400680E-2,1.409293724E-1,-5.166151854E0
1.237660833E0,-4.782198312E-2,-1.272083692E-2,-3.241653088E0
1.247641833E0,-2.634630663E-2,-1.428982030E-1,-1.054321979E0
1.257622833E0,-7.343148119E-3,-2.370880032E-1,1.219906940E0
1.267603833E0,2.389816880E-2,-2.888797890E-1,3.469800333E0
1.277584833E0,2.743504905E-2,-2.953304373E-1,5.233467339E0
1.287565833E0,4.076554043E-2,-2.846317868E-1,6.468939568E0
1.297546833E0,6.483078884E-2,-3.125292912E-1,7.179782066E0
1.307527833E0,5.645714206E-2,-3.648881838E-1,7.122431406E0
1.317509833E0,4.570162284E-2,-4.396701251E-1,6.267257990E0
1.327490833E0,4.322841050E-2,-5.156693105E-1,4.922143452E0
1.337471833E0,2.485041984E-2,-5.588306060E-1,3.130295205E0
1.347452833E0,-1.333023557E-3,-5.356697848E-1,8.790312248E-1
1.357433833E0,-1.765883338E-2,-4.270495679E-1,-1.370739961E0
1.367414833E0,-4.110090109E-2,-2.693988764E-1,-3.382929420E0
1.377395833E0,-5.662702194E-2,-6.095923316E-2,-5.159377270E0
1.387376833E0,-6.089083901E-2,1.211907803E-1,-6.415014206E0
1.397358833E0,-5.440601190E-2,2.498565681E-1,-7.024446105E0
1.407339833E0,-5.834930104E-2,2.885777072E-1,-6.971435832E0
1.417320833E0,-4.579056904E-2,2.480694031E-1,-6.243499584E0
1.427301833E0,-5.256771125E-2,1.324178729E-1,-4.886843811E0
1.437282833E0,-3.682418817E-2,-9.715002626E-3,-3.043262324E0
1.447263833E0,-2.332379406E-2,-1.389565949E-1,-9.554449779E-1
1.457244833E0,-1.103991774E-2,-2.289415893E-1,1.243220959E0
1.467225833E0,1.257158217E-2,-2.815408755E-1,3.359750472E0
1.477207833E0,2.914939329E-2,-2.770556957E-1,5.020479586E0
1.487188833E0,3.235554040E-2,-2.768777941E-1,6.193382514E0
1.497169833E0,5.230745990E-2,-2.880557701E-1,6.844805607E0
1.507150833E0,4.629517004E-2,-3.326621318E-1,6.760413913E0
1.517131833E0,3.504106149E-2,-3.960917039E-1,5.944801004E0
1.527112833E0,3.541839419E-2,-4.711766041E-1,4.652692645E0
1.537093833E0,1.983411638E-2,-4.969638484E-1,2.917944213E0
1.547074833E0,-4.418407395E-3,-4.712691363E-1,7.752618581E-1
1.557056833E0,-2.009484281E-2,-3.732668784E-1,-1.355553573E0
1.567037833E0,-3.624624572E-2,-2.171381440E-1,-3.293799727E0
1.577018833E0,-4.295437252E-2,-3.745211061E-2,-4.989152543E0
1.586999833E0,-4.008190956E-2,1.341811739E-1,-6.132632282E0
1.596980833E0,-4.821146250E-2,2.451302636E-1,-6.705624917E0
1.606961833E0,-4.297925516E-2,2.779334724E-1,-6.636187477E0
1.616942833E0,-4.979927391E-2,2.318596788E-1,-5.890913064E0
1.626923458E0,-3.898515006E-2,1.258411075E-1,-4.573906676E0
1.636905458E0,-2.770650603E-2,-1.000911757E-2,-2.840115434E0
1.646886458E0,-1.107196322E-2,-1.135673267E-1,-8.204824698E-1
1.656867458E0,-3.613085914E-3,-1.980261907E-1,1.285465922E0
1.666848458E0,2.430820480E-2,-2.362650076E-1,3.260594559E0
1.676829458E0,3.536161681E-2,-2.477982751E-1,4.841009241E0
1.686810458E0,4.547315202E-2,-2.513542593E-1,5.962867146E0
1.696791458E0,5.077087558E-2,-2.608092070E-1,6.535358675E0
1.706772458E0,5.229196021E-2,-2.988877371E-1,6.412178307E0
1.716754458E0,4.677317992E-2,-3.646162152E-1,5.650396619E0
1.726735458E0,2.894957383E-2,-4.212237677E-1,4.381257877E0
1.736716458E0,1.027003130E-2,-4.497850773E-1,2.684236266E0
1.746697458E0,-9.398727645E-3,-4.048397233E-1,6.585011476E-1
1.756678458E0,-2.707332110E-2,-3.043385846E-1,-1.376705291E0
1.766659458E0,-4.742489779E-2,-1.678340561E-1,-3.253866168E0
1.776640458E0,-6.116581346E-2,3.071834743E-3,-4.817346144E0
1.786621458E0,-6.462058601E-2,1.496774283E-1,-5.879919130E0
1.796603458E0,-6.002490291E-2,2.511526034E-1,-6.426792253E0
1.806584458E0,-4.997581414E-2,2.728693451E-1,-6.323409387E0
1.816565458E0,-5.501363810E-2,2.314808523E-1,-5.566044102E0
1.826546458E0,-3.738608276E-2,1.434766388E-1,-4.307695811E0
1.836527458E0,-1.850160445E-2,2.810983144E-2,-2.621095108E0
1.846508458E0,-4.860744691E-3,-8.586482696E-2,-6.595489687E-1
1.856489458E0,1.501595129E-2,-1.728871103E-1,1.325597118E0
1.866470458E0,3.093693736E-2,-2.255260114E-1,3.189921602E0
1.876452458E0,3.076812185E-2,-2.369889660E-1,4.693377571E0
1.886433458E0,3.835942946E-2,-2.531321052E-1,5.743129951E0
1.896414458E0,3.926923337E-2,-2.677849352E-1,6.226178377E0
1.906395458E0,4.135466111E-2,-3.194499095E-1,6.096770723E0
1.916376458E0,3.447187616E-2,-3.777273537E-1,5.354604691E0
1.926357458E0,2.729814654E-2,-4.277415859E-1,4.087830563E0
1.936338458E0,1.139691766E-2,-4.427387439E-1,2.436984998E0
1.946319458E0,-4.711576737E-3,-4.040025482E-1,5.142310417E-1
1.956301458E0,-2.119400515E-2,-3.073404720E-1,-1.413990061E0
1.966282458E0,-4.234748178E-2,-1.689101631E-1,-3.228237237E0
1.976263458E0,-4.790584498E-2,-1.439248279E-2,-4.680465165E0
1.986244458E0,-5.926087283E-2,1.288803805E-1,-5.663296747E0
1.996225458E0,-4.796800362E-2,2.196873473E-1,-6.172625483E0
2.006206458E0,-4.401256780E-2,2.580021415E-1,-6.021053374E0
2.016187458E0,-5.159298497E-2,2.156165157E-1,-5.234354947E0
2.026168458E0,-2.889090068E-2,1.249237890E-1,-4.034641365E0
2.036150458E0,-2.289090824E-2,1.041900739E-2,-2.399253500E0
2.046131458E0,-6.431868696E-3,-8.043787993E-2,-4.999509716E-1
2.056112458E0,6.897238540E-3,-1.625118108E-1,1.379866880E0
2.066093458E0,2.241208067E-2,-1.981454739E-1,3.154709669E0
2.076074458E0,2.936495455E-2,-2.115588404E-1,4.582544183E0
2.086055458E0,3.771566015E-2,-2.234352663E-1,5.549821002E0
2.096036458E0,3.761052904E-2,-2.416320938E-1,5.958817365E0
2.106017458E0,3.413534605E-2,-2.782687005E-1,5.806490965E0
2.115999458E0,3.122258299E-2,-3.330194698E-1,5.044797571E0
2.125980458E0,2.498117820E-2,-3.718366494E-1,3.796951464E0
2.135961458E0,1.829067071E-2,-3.796925298E-1,2.208841846E0
2.145942458E0,2.499881121E-3,-3.353445420E-1,3.804987878E-1
2.155923458E0,-6.527557466E-3,-2.411699445E-1,-1.487000150E0
2.165904458E0,-1.466690906E-2,-1.036782598E-1,-3.209119180E0
2.175885458E0,-3.417692981E-2,4.217033856E-2,-4.543325738E0
2.185866458E0,-4.063282234E-2,1.666164100E-1,-5.461195924E0
2.195848458E0,-4.160383015E-2,2.439745980E-1,-5.913220192E0
2.205829458E0,-4.573599807E-2,2.523889606E-1,-5.700569238E0
2.215810458E0,-5.111917321E-2,2.019341042E-1,-4.928106442E0
2.225791458E0,-4.206962940E-2,1.170356758E-1,-3.753955134E0
2.235772458E0,-3.626119267E-2,2.832610533E-3,-2.152686941E0
2.245753458E0,-3.358004329E-2,-9.239850573E-2,-3.305910480E-1
2.255734458E0,-1.297107948E-2,-1.653258564E-1,1.469495925E0
2.265715458E0,5.916674179E-3,-2.064097823E-1,3.124145688E0
2.275697458E0,1.422296378E-2,-2.243370531E-1,4.467411922E0
2.285678458E0,2.114530880E-2,-2.345291886E-1,5.344853874E0
2.295659458E0,1.606358048E-2,-2.498297440E-1,5.699216192E0
2.305640458E0,3.472774209E-2,-2.921638776E-1,5.503297046E0
2.315621458E0,4.187851681E-2,-3.277162644E-1,4.736726489E0
2.325602458E0,3.243156334E-2,-3.617056905E-1,3.506282281E0
2.335583458E0,2.014642621E-2,-3.557825341E-1,1.963075771E0
2.345564458E0,1.788502470E-2,-3.080923509E-1,2.152272373E-1
2.355546458E0,1.887476644E-3,-2.259909381E-1,-1.570269763E0
2.365527458E0,-2.208301033E-2,-9.553305186E-2,-3.190066613E0
2.375508458E0,-3.424714208E-2,4.620495390E-2,-4.432718638E0
2.385489458E0,-4.562616178E-2,1.515919529E-1,-5.276025129E0
2.395470458E0,-3.588457259E-2,2.118818260E-1,-5.657242540E0
2.405451458E0,-5.146874534E-2,2.283182761E-1,-5.405501779E0
2.415432458E0,-5.353918045E-2,1.827716821E-1,-4.628402141E0
2.425414458E0,-4.083604506E-2,1.069678668E-1,-3.460488058E0
2.435395458E0,-2.987825786E-2,3.449053243E-3,-1.904276170E0
2.445376458E0,-1.694768862E-2,-7.647412553E-2,-1.575777841E-1
2.455357458E0,-1.111362920E-2,-1.392017394E-1,1.546794362E0
2.465338458E0,9.452535734E-3,-1.764401709E-1,3.122451165E0
2.475319458E0,2.218776229E-2,-1.834946904E-1,4.364250666E0
2.485300458E0,2.899538311E-2,-2.056592922E-1,5.154027652E0
2.495281458E0,3.387309843E-2,-2.323952472E-1,5.445729454E0
2.505263458E0,4.307108385E-2,-2.654444410E-1,5.208573403E0
2.515244458E0,4.204524012E-2,-3.036776300E-1,4.442457175E0
2.525225458E0,3.589973881E-2,-3.245607414E-1,3.237579333E0
2.535206458E0,2.816025454E-2,-3.208001778E-1,1.732353997E0
2.545187458E0,9.629619573E-3,-2.664373713E-1,4.671866834E-2
2.555168458E0,-3.654957460E-3,-1.793109345E-1,-1.655160810E0
2.565149458E0,-2.224264389E-2,-6.053702764E-2,-3.183555738E0
2.575130458E0,-3.199538847E-2,6.598407447E-2,-4.331658286E0
2.585112458E0,-4.278307194E-2,1.683654949E-1,-5.095752547E0
2.595093458E0,-4.158363442E-2,2.329322043E-1,-5.415130974E0
2.605074458E0,-3.848072721E-2,2.272854751E-1,-5.118312274E0
2.615055458E0,-5.930707497E-2,1.731591520E-1,-4.320116467E0
2.625036708E0,-4.604895658E-2,9.678150550E-2,-3.181361863E0
2.635017708E0,-4.149581655E-2,-8.624643087E-6,-1.662123089E0
2.644998708E0,-3.492333602E-2,-8.332618520E-2,2.055588663E-2
2.654979708E0,-1.754976911E-2,-1.389122292E-1,1.626376721E0
2.664961708E0,3.634802839E-3,-1.718566847E-1,3.103472857E0
2.674942708E0,1.143053915E-2,-1.936084731E-1,4.261640217E0
2.684923708E0,2.610336852E-2,-2.073767656E-1,4.973484344E0
2.694904708E0,3.306357427E-2,-2.292664021E-1,5.206985884E0
2.704885708E0,4.121858087E-2,-2.615053180E-1,4.928174270E0
2.714866708E0,4.315862307E-2,-2.937209912E-1,4.137790927E0
2.724847708E0,3.061941071E-2,-3.169882317E-1,2.945133766E0
2.734828708E0,3.722000356E-2,-3.040897125E-1,1.484137353E0
2.744810708E0,2.221871599E-2,-2.423143177E-1,-1.162829930E-1
2.754791708E0,6.326020388E-3,-1.521753222E-1,-1.730817933E0
2.764772708E0,-2.003584988E-4,-3.790643927E-2,-3.178901355E0
2.774753708E0,-2.126659285E-2,8.438573722E-2,-4.225689781E0
2.784734708E0,-3.952879036E-2,1.726300886E-1,-4.921768060E0
2.794715708E0,-4.262506921E-2,2.120800101E-1,-5.179433804E0
2.804696708E0,-5.490545548E-2,2.024784069E-1,-4.822856560E0
2.814678708E0,-6.184168763E-2,1.543541410E-1,-4.027956828E0
2.824659708E0,-5.138152133E-2,9.043091767E-2,-2.904131920E0
2.834640708E0,-4.974350609E-2,-3.684403673E-3,-1.418585388E0
2.844621708E0,-3.988228653E-2,-7.689826794E-2,1.897363007E-1
2.854602708E0,-2.502322334E-2,-1.296036811E-1,1.707905034E0
2.864583708E0,-2.583551123E-3,-1.643099027E-1,3.109622959E0
2.874564708E0,6.128772791E-3,-1.801199698E-1,4.165457028E0
2.884545708E0,2.689713718E-2,-1.833431013E-1,4.799820285E0
2.894527708E0,3.626327117E-2,-1.996140021E-1,4.960902305E0
2.904508708E0,5.985558491E-2,-2.313660642E-1,4.642986267E0
2.914489708E0,5.049885672E-2,-2.613817225E-1,3.849751822E0
2.924470708E0,5.015704585E-2,-2.715196250E-1,2.677084537E0
2.934451708E0,4.242064507E-2,-2.682464998E-1,1.266276530E0
2.944432708E0,2.065582833E-2,-2.098298188E-1,-2.811177564E-1
2.954413708E0,3.592556706E-3,-1.153500697E-1,-1.822828549E0
2.964394708E0,-7.572651333E-3,-1.439222697E-2,-3.161400638E0
2.974376708E0,-3.250278974E-2,8.664367609E-2,-4.124684978E0
2.984357708E0,-4.792896889E-2,1.679519141E-1,-4.756185438E0
2.994338708E0,-5.775368904E-2,1.952699229E-1,-4.942855459E0
3.004319708E0,-7.261403130E-2,1.906079013E-1,-4.543122255E0
3.014300708E0,-6.780613539E-2,1.498534660E-1,-3.750933293E0
3.024281708E0,-6.018641397E-2,7.251504891E-2,-2.639975182E0
3.034262708E0,-5.190730935E-2,-1.044722021E-2,-1.180198499E0
3.044243708E0,-3.727396696E-2,-7.751237176E-2,3.440332121E-1
3.054225708E0,-9.764603460E-3,-1.216738334E-1,1.797651023E0
3.064206708E0,1.299959379E-3,-1.429778713E-1,3.098151891E0
3.074187708E0,1.909825342E-2,-1.656058650E-1,4.073288537E0
3.084168708E0,3.223137387E-2,-1.774416527E-1,4.626782463E0
3.094149708E0,4.780651084E-2,-1.926754767E-1,4.733163196E0
3.104130708E0,4.452182831E-2,-2.305793213E-1,4.374336528E0
3.114111708E0,4.413619073E-2,-2.571175674E-1,3.559363890E0
3.124092708E0,4.445106329E-2,-2.638705898E-1,2.403080503E0
3.134074708E0,2.063774765E-2,-2.377089044E-1,1.028795375E0
3.144055708E0,2.461152454E-2,-1.837755760E-1,-4.388347042E-1
3.154036708E0,1.563289650E-3,-9.631241262E-2,-1.906260715E0
3.164017708E0,-2.023067180E-2,-4.540143684E-3,-3.150606093E0
3.173998708E0,-3.510782024E-2,9.451231074E-2,-4.036533524E0
3.183979708E0,-4.938794970E-2,1.737579799E-1,-4.604354298E0
3.193960708E0,-5.472865029E-2,2.006295173E-1,-4.693975741E0
3.203942708E0,-5.784499696E-2,1.981095501E-1,-4.268777913E0
3.213923708E0,-6.693243803E-2,1.454879348E-1,-3.479311999E0
3.223904708E0,-5.794674309E-2,7.313375741E-2,-2.357128404E0
3.233885708E0,-4.632338743E-2,-4.379637614E-3,-9.530680847E-1
3.243866708E0,-3.263867355E-2,-6.037849501E-2,4.963485020E-1
3.253847708E0,-1.763954671E-2,-1.132999628E-1,1.871820030E0
3.263828708E0,-2.654772950E-4,-1.489536526E-1,3.102571217E0
3.273809708E0,1.962982471E-2,-1.609419796E-1,3.983527930E0
3.283791708E0,3.556363354E-2,-1.764197787E-1,4.466782177E0
3.293772708E0,4.878899838E-2,-1.966667131E-1,4.506042722E0
3.303753708E0,5.289884638E-2,-2.293951140E-1,4.109018533E0
3.313734708E0,4.236947279E-2,-2.407335229E-1,3.276217149E0
3.323715708E0,4.674253686E-2,-2.471241642E-1,2.156645506E0
3.333696708E0,3.406255736E-2,-2.128113871E-1,8.223179108E-1
3.343677708E0,2.772585209E-2,-1.560004976E-1,-5.956470877E-1
3.353658708E0,8.896419844E-3,-7.623088136E-2,-1.987759207E0
3.363640708E0,-1.105130611E-2,1.650219474E-2,-3.142372629E0
3.373621708E0,-3.714058192E-2,9.894026097E-2,-3.951069451E0
3.383602708E0,-4.452677560E-2,1.562488581E-1,-4.441120502E0
3.393583708E0,-5.610778919E-2,1.903477367E-1,-4.480400342E0
3.403564708E0,-6.140697456E-2,1.725094898E-1,-4.008007883E0
3.413545708E0,-6.834783424E-2,1.190679487E-1,-3.210492107E0
3.423526708E0,-6.505071267E-2,4.942278631E-2,-2.097293344E0
3.433508708E0,-5.704088604E-2,-2.345150091E-2,-7.323514813E-1
3.443489708E0,-3.574147569E-2,-7.597163044E-2,6.587081391E-1
3.453470708E0,-2.286037481E-2,-1.107101579E-1,1.954500829E0
3.463451708E0,-2.149536973E-4,-1.261232722E-1,3.081974400E0
3.473432708E0,2.737735804E-2,-1.417150920E-1,3.892012573E0
3.483413708E0,3.943580136E-2,-1.605365483E-1,4.299275236E0
3.493394708E0,5.734009446E-2,-1.873345569E-1,4.285827810E0
3.503375708E0,6.290775382E-2,-2.052291564E-1,3.845207366E0
3.513357708E0,5.795657828E-2,-2.179022654E-1,3.012955620E0
3.523338708E0,5.388356318E-2,-2.200362068E-1,1.895035815E0
3.533319708E0,3.817728412E-2,-1.921180178E-1,6.024386287E-1
3.543300708E0,2.232657884E-2,-1.359025211E-1,-7.449159783E-1
3.553281708E0,4.665772025E-3,-5.061364487E-2,-2.067402377E0
3.563262708E0,-2.062765206E-2,3.434493676E-2,-3.122250021E0
3.573243708E0,-3.970790246E-2,1.258457122E-1,-3.852830966E0
3.583224708E0,-4.562307829E-2,1.761797870E-1,-4.280985146E0
3.593206708E0,-5.947400840E-2,1.995282308E-1,-4.243108052E0
3.603187708E0,-7.272173884E-2,1.791225079E-1,-3.738656479E0
3.613168708E0,-6.616447478E-2,1.314222383E-1,-2.943425210E0
3.623149458E0,-5.329497697E-2,5.939199664E-2,-1.847167000E0
3.633130458E0,-3.869226394E-2,-7.189809456E-3,-5.107308984E-1
3.643111458E0,-3.529584020E-2,-5.232095875E-2,8.055124283E-1
3.653092458E0,-1.318400036E-2,-1.001888973E-1,2.023313202E0
3.663073458E0,1.332269814E-3,-1.309196701E-1,3.067598435E0
3.673055458E0,1.733412562E-2,-1.458931468E-1,3.792381281E0
3.683036458E0,2.883686875E-2,-1.610943726E-1,4.126334478E0
3.693017458E0,4.587195954E-2,-1.801880899E-1,4.054668664E0
3.702998458E0,4.865594225E-2,-2.001927303E-1,3.581426604E0
3.712979458E0,4.548960645E-2,-2.196543836E-1,2.744045681E0
3.722960458E0,4.313032346E-2,-2.138060716E-1,1.644679676E0
3.732941458E0,3.502662160E-2,-1.822282565E-1,4.040911335E-1
3.742923458E0,2.222174009E-2,-1.222864754E-1,-9.022078335E-1
3.752904458E0,1.810480691E-3,-4.126387395E-2,-2.141470227E0
3.762885458E0,-1.602600298E-2,4.691305172E-2,-3.124725732E0
3.772866458E0,-3.545675741E-2,1.181567698E-1,-3.776299683E0
3.782847458E0,-4.928738672E-2,1.631611076E-1,-4.122327381E0
3.792828458E0,-6.076932656E-2,1.741782851E-1,-4.019278976E0
3.802809458E0,-7.201491554E-2,1.509528156E-1,-3.496687000E0
3.812790458E0,-6.271366737E-2,1.036120035E-1,-2.688480760E0
3.822772458E0,-5.671765379E-2,4.336887158E-2,-1.595386478E0
3.832753458E0,-5.357171472E-2,-1.925583132E-2,-3.106561357E-1
